textID,text,requesta_question_type,requesta_question,requesta_answer
anthropology_2_3,"Ethnography is still commonly used by cultural anthropologists. Practitioners today consult multiple informants during their research in order to gather a variety of perspectives on a culture or society. No one person has a full or authoritative view of their own culture; multiple viewpoints are essential to a full description. Many early anthropological studies only invited male perspectives, introducing a male bias into the resulting ethnographies. Now, anthropologists deliberately seek varied perspectives, consulting people of different genders and ages and who occupy different roles.
Anthropologists can introduce significant bias into an ethnography. Having an ethnocentric or etic perspective means someone is judging a culture according to the standards of their own culture and belief system. To observe a culture from the perspective of the people being researched is to have an emic perspective. In addition, an anthropologist’s interpretation of the information gathered can significantly alter their research findings. Earlier anthropologists were primarily male and White, so their findings were based on interpretations made through these lenses. Feminist anthropology attempts to address this male bias. In the 1920s, female anthropologists such as Zora Neale Hurston and Ruth Benedict began publishing in the field, but not until the 1928 publication of Margaret Mead’s Coming of Age in Samoa did a female anthropologist gain prominence.
Women’s contributions and perspectives became much more pronounced in the later parts of the 20th century. Feminist anthropologists seek not only to claim a role for themselves in the field equal to that offered to men but also to expand the focal points of anthropological inquiry to include areas of life such as family, marriage, and child-rearing, as well as the economic and social roles played by women. The dominance of male anthropologists had biased analysis of human societies toward male-dominated roles and activities. It was also assumed that women in early societies had subservient roles to men, when in fact most early societies have now been found to be very egalitarian, with equal status accorded to women and men. Feminist anthropology has both expanded research to include women’s roles and aimed to understand the gender roles in other societies on their own terms, rather than according to the gender roles of the researcher’s own society.
Other perspectives emerged in anthropology in the 1970s as more members of minority groups began entering the field. One category of minority voices that has been a significant asset to anthropology is that of people with Indigenous ancestors. Practitioners with this type of background are part of a subfield called Indigenous anthropology.",main_idea,"Q5: Which statement best summarizes the text?

A) It claims feminist anthropology made family, marriage, and child‑rearing the field’s central focus and primary lens.

B) It emphasizes emic, multi‑informant ethnography that counters earlier male and ethnocentric bias while widening who participates and what is studied.

C) It holds that insider scholars now provide the most authoritative and complete accounts, so anthropologists increasingly rely on them for cultural description and analysis.

D) It says ethnography mainly turns on choosing between etic and emic methods, with findings determined by that single choice.","Q5: B) It emphasizes emic, multi‑informant ethnography that counters earlier male and ethnocentric bias while widening who participates and what is studied."
anthropology_4_4,"The theory of natural selection has five main components:
All organisms are capable of producing offspring faster than the food supply increases.
All organisms show variation.
There is a fierce struggle for existence, and those with the most suitable variations are most likely to survive and reproduce.
Variations, or traits, are passed on to offspring (inherited).
Small changes in every generation lead to major changes over long periods of time.
A popular but often-misunderstood concept related to natural selection is the term survival of the fittest. Survival of the fittest does not necessarily mean that the biggest and fastest survive; instead, it refers to those who are most evolutionarily fit. This means that an organism has traits that are sufficient for survival and will be passed on to future generations. The term survival of the fittest was not even introduced by Darwin; rather, it was first used by English philosopher, anthropologist, and sociologist Herbert Spencer, who promoted the now discredited ideology of social Darwinism. Social Darwinism applied the concept of Darwin’s biological evolution to human societies, proposing that human culture was progressing toward the “perfect human.” Spencer’s writings became integrally related to the 19th-century rise of scientific racism and European colonialism.
Moth with speckled wings resting on the trunk of a tree with bark showing a similar pattern and coloration.
Examples of Darwin’s theory of natural selection can be found throughout the natural world. Perhaps one of the best known is the color change observed in peppered moths in England during the 19th century. Before the Industrial Revolution, peppered moths in England were a light grey color, well camouflaged on tree branches and less likely to be eaten by birds. Occasionally, through the process of mutation, black moths would appear in the population, but these were usually quickly eaten because they were more visible against light-colored bark. When soot from coal factories began to cover the bark of the trees, the black moths became better camouflaged and the white moths were now more visible. Consequently, the black moths were the ones to survive to reproduce, while the white ones were eaten. In a few decades, all the peppered moths in the cities were black. The process was termed industrial melanism. As coal usage decreased and the bark of the trees once again became lighter in color, white moths again dominated the urban areas.
Examples of natural selection in modern times are numerous. Pesticide resistance in insects is a classic example. Pesticide resistance refers to the decreasing susceptibility of a pest population to a pesticide that previously was effective at controlling it. Pest species evolve pesticide resistance via natural selection, with the most resistant individuals surviving to pass on their ability to resist the pesticide to their offspring. Another good example is the rise of “superbugs,” bacteria that have become increasingly resistant to antibiotics.",fact,"Q1: How do major evolutionary changes arise over long periods under natural selection?

A) Through abrupt transformations within a single generation.
B) Through the accumulation of small differences across generations.
C) Through the inheritance of characteristics acquired during life.
D) Through the preferential survival of the largest and fastest individuals.",Q1: B) Through the accumulation of small differences across generations.
anthropology_4_4,"The theory of natural selection has five main components:
All organisms are capable of producing offspring faster than the food supply increases.
All organisms show variation.
There is a fierce struggle for existence, and those with the most suitable variations are most likely to survive and reproduce.
Variations, or traits, are passed on to offspring (inherited).
Small changes in every generation lead to major changes over long periods of time.
A popular but often-misunderstood concept related to natural selection is the term survival of the fittest. Survival of the fittest does not necessarily mean that the biggest and fastest survive; instead, it refers to those who are most evolutionarily fit. This means that an organism has traits that are sufficient for survival and will be passed on to future generations. The term survival of the fittest was not even introduced by Darwin; rather, it was first used by English philosopher, anthropologist, and sociologist Herbert Spencer, who promoted the now discredited ideology of social Darwinism. Social Darwinism applied the concept of Darwin’s biological evolution to human societies, proposing that human culture was progressing toward the “perfect human.” Spencer’s writings became integrally related to the 19th-century rise of scientific racism and European colonialism.
Moth with speckled wings resting on the trunk of a tree with bark showing a similar pattern and coloration.
Examples of Darwin’s theory of natural selection can be found throughout the natural world. Perhaps one of the best known is the color change observed in peppered moths in England during the 19th century. Before the Industrial Revolution, peppered moths in England were a light grey color, well camouflaged on tree branches and less likely to be eaten by birds. Occasionally, through the process of mutation, black moths would appear in the population, but these were usually quickly eaten because they were more visible against light-colored bark. When soot from coal factories began to cover the bark of the trees, the black moths became better camouflaged and the white moths were now more visible. Consequently, the black moths were the ones to survive to reproduce, while the white ones were eaten. In a few decades, all the peppered moths in the cities were black. The process was termed industrial melanism. As coal usage decreased and the bark of the trees once again became lighter in color, white moths again dominated the urban areas.
Examples of natural selection in modern times are numerous. Pesticide resistance in insects is a classic example. Pesticide resistance refers to the decreasing susceptibility of a pest population to a pesticide that previously was effective at controlling it. Pest species evolve pesticide resistance via natural selection, with the most resistant individuals surviving to pass on their ability to resist the pesticide to their offspring. Another good example is the rise of “superbugs,” bacteria that have become increasingly resistant to antibiotics.",fact,"Q2: Which ideology promoted by Herbert Spencer applied biological evolution to human societies and is now discredited?
A) Industrial melanism
B) Natural selection
C) Scientific racism
D) Social Darwinism",Q2: D) Social Darwinism
anthropology_4_4,"The theory of natural selection has five main components:
All organisms are capable of producing offspring faster than the food supply increases.
All organisms show variation.
There is a fierce struggle for existence, and those with the most suitable variations are most likely to survive and reproduce.
Variations, or traits, are passed on to offspring (inherited).
Small changes in every generation lead to major changes over long periods of time.
A popular but often-misunderstood concept related to natural selection is the term survival of the fittest. Survival of the fittest does not necessarily mean that the biggest and fastest survive; instead, it refers to those who are most evolutionarily fit. This means that an organism has traits that are sufficient for survival and will be passed on to future generations. The term survival of the fittest was not even introduced by Darwin; rather, it was first used by English philosopher, anthropologist, and sociologist Herbert Spencer, who promoted the now discredited ideology of social Darwinism. Social Darwinism applied the concept of Darwin’s biological evolution to human societies, proposing that human culture was progressing toward the “perfect human.” Spencer’s writings became integrally related to the 19th-century rise of scientific racism and European colonialism.
Moth with speckled wings resting on the trunk of a tree with bark showing a similar pattern and coloration.
Examples of Darwin’s theory of natural selection can be found throughout the natural world. Perhaps one of the best known is the color change observed in peppered moths in England during the 19th century. Before the Industrial Revolution, peppered moths in England were a light grey color, well camouflaged on tree branches and less likely to be eaten by birds. Occasionally, through the process of mutation, black moths would appear in the population, but these were usually quickly eaten because they were more visible against light-colored bark. When soot from coal factories began to cover the bark of the trees, the black moths became better camouflaged and the white moths were now more visible. Consequently, the black moths were the ones to survive to reproduce, while the white ones were eaten. In a few decades, all the peppered moths in the cities were black. The process was termed industrial melanism. As coal usage decreased and the bark of the trees once again became lighter in color, white moths again dominated the urban areas.
Examples of natural selection in modern times are numerous. Pesticide resistance in insects is a classic example. Pesticide resistance refers to the decreasing susceptibility of a pest population to a pesticide that previously was effective at controlling it. Pest species evolve pesticide resistance via natural selection, with the most resistant individuals surviving to pass on their ability to resist the pesticide to their offspring. Another good example is the rise of “superbugs,” bacteria that have become increasingly resistant to antibiotics.",inference,"Q3: What pattern in trait prevalence is most supported when environmental conditions first change and later return to their prior state?
  
A) Trait frequencies can adjust to new conditions, favoring suited traits, then revert as previous conditions return.
  
B) Trait frequencies can remain fairly stable because short-term shifts rarely outweigh existing variation.
  
C) Trait frequencies move slowly over long intervals, largely unaffected by temporary environmental changes.
  
D) Trait frequencies tend to become fixed after selection, so later reversals in conditions change them little.","Q3: A) Trait frequencies can adjust to new conditions, favoring suited traits, then revert as previous conditions return."
anthropology_4_4,"The theory of natural selection has five main components:
All organisms are capable of producing offspring faster than the food supply increases.
All organisms show variation.
There is a fierce struggle for existence, and those with the most suitable variations are most likely to survive and reproduce.
Variations, or traits, are passed on to offspring (inherited).
Small changes in every generation lead to major changes over long periods of time.
A popular but often-misunderstood concept related to natural selection is the term survival of the fittest. Survival of the fittest does not necessarily mean that the biggest and fastest survive; instead, it refers to those who are most evolutionarily fit. This means that an organism has traits that are sufficient for survival and will be passed on to future generations. The term survival of the fittest was not even introduced by Darwin; rather, it was first used by English philosopher, anthropologist, and sociologist Herbert Spencer, who promoted the now discredited ideology of social Darwinism. Social Darwinism applied the concept of Darwin’s biological evolution to human societies, proposing that human culture was progressing toward the “perfect human.” Spencer’s writings became integrally related to the 19th-century rise of scientific racism and European colonialism.
Moth with speckled wings resting on the trunk of a tree with bark showing a similar pattern and coloration.
Examples of Darwin’s theory of natural selection can be found throughout the natural world. Perhaps one of the best known is the color change observed in peppered moths in England during the 19th century. Before the Industrial Revolution, peppered moths in England were a light grey color, well camouflaged on tree branches and less likely to be eaten by birds. Occasionally, through the process of mutation, black moths would appear in the population, but these were usually quickly eaten because they were more visible against light-colored bark. When soot from coal factories began to cover the bark of the trees, the black moths became better camouflaged and the white moths were now more visible. Consequently, the black moths were the ones to survive to reproduce, while the white ones were eaten. In a few decades, all the peppered moths in the cities were black. The process was termed industrial melanism. As coal usage decreased and the bark of the trees once again became lighter in color, white moths again dominated the urban areas.
Examples of natural selection in modern times are numerous. Pesticide resistance in insects is a classic example. Pesticide resistance refers to the decreasing susceptibility of a pest population to a pesticide that previously was effective at controlling it. Pest species evolve pesticide resistance via natural selection, with the most resistant individuals surviving to pass on their ability to resist the pesticide to their offspring. Another good example is the rise of “superbugs,” bacteria that have become increasingly resistant to antibiotics.",inference,"Q4: What is the most likely long-term outcome when a single chemical control is used heavily and continuously against pests or bacteria?
  
A) Genetic diversity will decline, making further adaptation unlikely.
  
B) More individuals will carry resistance traits, reducing effectiveness.
  
C) Repeated exposure will drive the population to near elimination.
  
D) The population will become progressively easier to suppress over time.","Q4: B) More individuals will carry resistance traits, reducing effectiveness."
anthropology_4_4,"The theory of natural selection has five main components:
All organisms are capable of producing offspring faster than the food supply increases.
All organisms show variation.
There is a fierce struggle for existence, and those with the most suitable variations are most likely to survive and reproduce.
Variations, or traits, are passed on to offspring (inherited).
Small changes in every generation lead to major changes over long periods of time.
A popular but often-misunderstood concept related to natural selection is the term survival of the fittest. Survival of the fittest does not necessarily mean that the biggest and fastest survive; instead, it refers to those who are most evolutionarily fit. This means that an organism has traits that are sufficient for survival and will be passed on to future generations. The term survival of the fittest was not even introduced by Darwin; rather, it was first used by English philosopher, anthropologist, and sociologist Herbert Spencer, who promoted the now discredited ideology of social Darwinism. Social Darwinism applied the concept of Darwin’s biological evolution to human societies, proposing that human culture was progressing toward the “perfect human.” Spencer’s writings became integrally related to the 19th-century rise of scientific racism and European colonialism.
Moth with speckled wings resting on the trunk of a tree with bark showing a similar pattern and coloration.
Examples of Darwin’s theory of natural selection can be found throughout the natural world. Perhaps one of the best known is the color change observed in peppered moths in England during the 19th century. Before the Industrial Revolution, peppered moths in England were a light grey color, well camouflaged on tree branches and less likely to be eaten by birds. Occasionally, through the process of mutation, black moths would appear in the population, but these were usually quickly eaten because they were more visible against light-colored bark. When soot from coal factories began to cover the bark of the trees, the black moths became better camouflaged and the white moths were now more visible. Consequently, the black moths were the ones to survive to reproduce, while the white ones were eaten. In a few decades, all the peppered moths in the cities were black. The process was termed industrial melanism. As coal usage decreased and the bark of the trees once again became lighter in color, white moths again dominated the urban areas.
Examples of natural selection in modern times are numerous. Pesticide resistance in insects is a classic example. Pesticide resistance refers to the decreasing susceptibility of a pest population to a pesticide that previously was effective at controlling it. Pest species evolve pesticide resistance via natural selection, with the most resistant individuals surviving to pass on their ability to resist the pesticide to their offspring. Another good example is the rise of “superbugs,” bacteria that have become increasingly resistant to antibiotics.",main_idea,"Q5: Which statement best summarizes the text?
  
A) The text analyzes the origins of “survival of the fittest” and social Darwinism, presenting them as the central theme of evolution.
  
B) The text argues that environmental change—especially pollution—drives evolution, as evidenced by the peppered moth.
  
C) The text explains how natural selection operates, distinguishes scientific fitness from social misuse, and illustrates the process with classic and modern cases.
  
D) The text focuses on antibiotic and pesticide resistance as problems created by human technology rather than products of selection.","Q5: C) The text explains how natural selection operates, distinguishes scientific fitness from social misuse, and illustrates the process with classic and modern cases."
anthropology_9_1 ,"Critical race theory (CRT), developed by legal scholars in the 1980s, asserts that much of the inequity experienced by oppressed people in the United States can be understood through the critical lens of race. CRT states that racism is endemic, or regularly found in the laws, policies, and institutions of the United States. Thus, people who are socialized in American institutions often do not see the ways in which racism plays out in their daily lives. Notions of color blindness and meritocracy uphold the idea that racism either does not exist or is actually related to class, socioeconomics, or other factors. Color blindness is the idea that people “don’t see color,” meaning that they are unaware of the ways in which someone may experience the world because of the color of their skin. A meritocracy is a system in which people succeed entirely through their own hard work; thus, someone who believes in the notion of meritocracy overlooks any structural or racial inequities that may keep individuals from accessing the resources necessary for success (Delgado and Stefancic 2013). In the United States, these two concepts are often used together to blame poor (especially poor Black) individuals and families for their own misfortunes instead of looking to structural causes of poverty and income inequality. The term welfare queen is often used by politicians and the media to refer to a specific (Black or minority) demographic, even though statistically, White women are the most common recipients of government benefits. One way to challenge everyday endemic racism is to utilize counter-storytelling. These stories counteract the socialized assumptions that keep people of color marginalized. For instance, counter-stories are important in challenging the power of stereotypes such as the “welfare queen.”
Critical race theory has become a hotly debated topic among politicians in the United States. CRT is often misunderstood by critics, who see it as a one-sided examination of (particularly American) history and society because CRT examines society through the lens of power and oppression. It often focuses on which groups benefit from cultural changes, including such things as civil rights legislation, essential to a democracy’s guarantee of equal opportunity and protection under the law. In anthropology, CRT is an important tool for examining both modern institutions and the experiences of individuals in the United States, especially in regard to social inequalities. As just one example, CRT can shed light on the decisions made by those in power when redrawing the boundaries of voting districts. These decisions are often made with the goal of cementing a majority for a particular political party while diluting the voting power of citizens who don’t typically belong that party, a practice known as gerrymandering. It is important for social scientists to consider the potential role of race and racism in making these decisions. If race and/or racism were found to be a factor, then these political decisions would be considered an example of systemic oppression.",fact,"Q1: What does critical race theory assert about racism in the United States?
  
A) It has largely been eradicated through civil rights reforms.
  
B) It is chiefly a matter of class or socioeconomic status.
  
C) It is regularly embedded in U.S. laws, policies, and institutions.
  
D) It stems mainly from individual bias and personal attitudes.","Q1: C) It is regularly embedded in U.S. laws, policies, and institutions."
anthropology_9_1 ,"Critical race theory (CRT), developed by legal scholars in the 1980s, asserts that much of the inequity experienced by oppressed people in the United States can be understood through the critical lens of race. CRT states that racism is endemic, or regularly found in the laws, policies, and institutions of the United States. Thus, people who are socialized in American institutions often do not see the ways in which racism plays out in their daily lives. Notions of color blindness and meritocracy uphold the idea that racism either does not exist or is actually related to class, socioeconomics, or other factors. Color blindness is the idea that people “don’t see color,” meaning that they are unaware of the ways in which someone may experience the world because of the color of their skin. A meritocracy is a system in which people succeed entirely through their own hard work; thus, someone who believes in the notion of meritocracy overlooks any structural or racial inequities that may keep individuals from accessing the resources necessary for success (Delgado and Stefancic 2013). In the United States, these two concepts are often used together to blame poor (especially poor Black) individuals and families for their own misfortunes instead of looking to structural causes of poverty and income inequality. The term welfare queen is often used by politicians and the media to refer to a specific (Black or minority) demographic, even though statistically, White women are the most common recipients of government benefits. One way to challenge everyday endemic racism is to utilize counter-storytelling. These stories counteract the socialized assumptions that keep people of color marginalized. For instance, counter-stories are important in challenging the power of stereotypes such as the “welfare queen.”
Critical race theory has become a hotly debated topic among politicians in the United States. CRT is often misunderstood by critics, who see it as a one-sided examination of (particularly American) history and society because CRT examines society through the lens of power and oppression. It often focuses on which groups benefit from cultural changes, including such things as civil rights legislation, essential to a democracy’s guarantee of equal opportunity and protection under the law. In anthropology, CRT is an important tool for examining both modern institutions and the experiences of individuals in the United States, especially in regard to social inequalities. As just one example, CRT can shed light on the decisions made by those in power when redrawing the boundaries of voting districts. These decisions are often made with the goal of cementing a majority for a particular political party while diluting the voting power of citizens who don’t typically belong that party, a practice known as gerrymandering. It is important for social scientists to consider the potential role of race and racism in making these decisions. If race and/or racism were found to be a factor, then these political decisions would be considered an example of systemic oppression.",fact,"Q2: If race is found to influence gerrymandering that dilutes voters’ power, how are such decisions classified under CRT in anthropology?
  
A) Color blindness
  
B) Individual prejudice
  
C) Partisan strategy
  
D) Systemic oppression",Q2: D) Systemic oppression
anthropology_9_1 ,"Critical race theory (CRT), developed by legal scholars in the 1980s, asserts that much of the inequity experienced by oppressed people in the United States can be understood through the critical lens of race. CRT states that racism is endemic, or regularly found in the laws, policies, and institutions of the United States. Thus, people who are socialized in American institutions often do not see the ways in which racism plays out in their daily lives. Notions of color blindness and meritocracy uphold the idea that racism either does not exist or is actually related to class, socioeconomics, or other factors. Color blindness is the idea that people “don’t see color,” meaning that they are unaware of the ways in which someone may experience the world because of the color of their skin. A meritocracy is a system in which people succeed entirely through their own hard work; thus, someone who believes in the notion of meritocracy overlooks any structural or racial inequities that may keep individuals from accessing the resources necessary for success (Delgado and Stefancic 2013). In the United States, these two concepts are often used together to blame poor (especially poor Black) individuals and families for their own misfortunes instead of looking to structural causes of poverty and income inequality. The term welfare queen is often used by politicians and the media to refer to a specific (Black or minority) demographic, even though statistically, White women are the most common recipients of government benefits. One way to challenge everyday endemic racism is to utilize counter-storytelling. These stories counteract the socialized assumptions that keep people of color marginalized. For instance, counter-stories are important in challenging the power of stereotypes such as the “welfare queen.”
Critical race theory has become a hotly debated topic among politicians in the United States. CRT is often misunderstood by critics, who see it as a one-sided examination of (particularly American) history and society because CRT examines society through the lens of power and oppression. It often focuses on which groups benefit from cultural changes, including such things as civil rights legislation, essential to a democracy’s guarantee of equal opportunity and protection under the law. In anthropology, CRT is an important tool for examining both modern institutions and the experiences of individuals in the United States, especially in regard to social inequalities. As just one example, CRT can shed light on the decisions made by those in power when redrawing the boundaries of voting districts. These decisions are often made with the goal of cementing a majority for a particular political party while diluting the voting power of citizens who don’t typically belong that party, a practice known as gerrymandering. It is important for social scientists to consider the potential role of race and racism in making these decisions. If race and/or racism were found to be a factor, then these political decisions would be considered an example of systemic oppression.",inference,"Q3: What best explains how color blindness and meritocracy can sustain racial inequality?
  
A) By deflecting attention from institutional barriers and recasting unequal outcomes as personal failings
  
B) By emphasizing class-based explanations so policymakers can target economic inequality first
  
C) By highlighting exceptional achievers to show that diligence is sufficient to overcome disadvantage
  
D) By promoting race-neutral rules that ensure equal treatment and thereby reduce bias",Q3: A) By deflecting attention from institutional barriers and recasting unequal outcomes as personal failings
anthropology_9_1 ,"Critical race theory (CRT), developed by legal scholars in the 1980s, asserts that much of the inequity experienced by oppressed people in the United States can be understood through the critical lens of race. CRT states that racism is endemic, or regularly found in the laws, policies, and institutions of the United States. Thus, people who are socialized in American institutions often do not see the ways in which racism plays out in their daily lives. Notions of color blindness and meritocracy uphold the idea that racism either does not exist or is actually related to class, socioeconomics, or other factors. Color blindness is the idea that people “don’t see color,” meaning that they are unaware of the ways in which someone may experience the world because of the color of their skin. A meritocracy is a system in which people succeed entirely through their own hard work; thus, someone who believes in the notion of meritocracy overlooks any structural or racial inequities that may keep individuals from accessing the resources necessary for success (Delgado and Stefancic 2013). In the United States, these two concepts are often used together to blame poor (especially poor Black) individuals and families for their own misfortunes instead of looking to structural causes of poverty and income inequality. The term welfare queen is often used by politicians and the media to refer to a specific (Black or minority) demographic, even though statistically, White women are the most common recipients of government benefits. One way to challenge everyday endemic racism is to utilize counter-storytelling. These stories counteract the socialized assumptions that keep people of color marginalized. For instance, counter-stories are important in challenging the power of stereotypes such as the “welfare queen.”
Critical race theory has become a hotly debated topic among politicians in the United States. CRT is often misunderstood by critics, who see it as a one-sided examination of (particularly American) history and society because CRT examines society through the lens of power and oppression. It often focuses on which groups benefit from cultural changes, including such things as civil rights legislation, essential to a democracy’s guarantee of equal opportunity and protection under the law. In anthropology, CRT is an important tool for examining both modern institutions and the experiences of individuals in the United States, especially in regard to social inequalities. As just one example, CRT can shed light on the decisions made by those in power when redrawing the boundaries of voting districts. These decisions are often made with the goal of cementing a majority for a particular political party while diluting the voting power of citizens who don’t typically belong that party, a practice known as gerrymandering. It is important for social scientists to consider the potential role of race and racism in making these decisions. If race and/or racism were found to be a factor, then these political decisions would be considered an example of systemic oppression.",inference,"Q4: Under a CRT lens, what is the most reasonable interpretation of a district map defended as a partisan strategy that consistently diminishes the electoral influence of a particular racial group?

A) It constitutes systemic oppression embedded in political institutions.

B) It is unrelated to inequity because it focuses on party competition.

C) It points to personal bias among voters rather than structures.

D) It reflects color-blind fairness in how representation is allocated.",Q4: A) It constitutes systemic oppression embedded in political institutions.
anthropology_9_1 ,"Critical race theory (CRT), developed by legal scholars in the 1980s, asserts that much of the inequity experienced by oppressed people in the United States can be understood through the critical lens of race. CRT states that racism is endemic, or regularly found in the laws, policies, and institutions of the United States. Thus, people who are socialized in American institutions often do not see the ways in which racism plays out in their daily lives. Notions of color blindness and meritocracy uphold the idea that racism either does not exist or is actually related to class, socioeconomics, or other factors. Color blindness is the idea that people “don’t see color,” meaning that they are unaware of the ways in which someone may experience the world because of the color of their skin. A meritocracy is a system in which people succeed entirely through their own hard work; thus, someone who believes in the notion of meritocracy overlooks any structural or racial inequities that may keep individuals from accessing the resources necessary for success (Delgado and Stefancic 2013). In the United States, these two concepts are often used together to blame poor (especially poor Black) individuals and families for their own misfortunes instead of looking to structural causes of poverty and income inequality. The term welfare queen is often used by politicians and the media to refer to a specific (Black or minority) demographic, even though statistically, White women are the most common recipients of government benefits. One way to challenge everyday endemic racism is to utilize counter-storytelling. These stories counteract the socialized assumptions that keep people of color marginalized. For instance, counter-stories are important in challenging the power of stereotypes such as the “welfare queen.”
Critical race theory has become a hotly debated topic among politicians in the United States. CRT is often misunderstood by critics, who see it as a one-sided examination of (particularly American) history and society because CRT examines society through the lens of power and oppression. It often focuses on which groups benefit from cultural changes, including such things as civil rights legislation, essential to a democracy’s guarantee of equal opportunity and protection under the law. In anthropology, CRT is an important tool for examining both modern institutions and the experiences of individuals in the United States, especially in regard to social inequalities. As just one example, CRT can shed light on the decisions made by those in power when redrawing the boundaries of voting districts. These decisions are often made with the goal of cementing a majority for a particular political party while diluting the voting power of citizens who don’t typically belong that party, a practice known as gerrymandering. It is important for social scientists to consider the potential role of race and racism in making these decisions. If race and/or racism were found to be a factor, then these political decisions would be considered an example of systemic oppression.",main_idea,"Q5: Which statement best summarizes the text?
A) The text argues that color blindness and meritocracy are the chief causes of racism in the United States.
B) The text explains that CRT reveals systemic racism and guides social scientists' assessment of policies and narratives.
C) The text contends that stereotypes about welfare recipients are unfounded because White women receive the most benefits.
D) The text maintains that gerrymandering is the primary example of racial oppression in modern politics.",Q5: B) The text explains that CRT reveals systemic racism and guides social scientists' assessment of policies and narratives.
history_1_2,"During the Middle Ages, most Europeans lived in small villages that consisted of a manorial house or castle for the lord, a church, and simple homes for the peasants or serfs, who made up about 60 percent of western Europe’s population. The lords owned the land; knights gave military service to a lord and carried out his justice; serfs worked the land in return for the protection offered by the lord’s castle or the walls of his city, into which they fled in times of danger from invaders. Thus, although they were technically free, serfs were effectively bound to the land they worked, which supported them and their families as well as the lord and all who depended on him. The Catholic Church, the only church in Europe at the time, also owned vast tracts of land and became very wealthy by collecting not only tithes (taxes consisting of 10 percent of annual earnings) but also rents on its lands.
Women often died in childbirth, and perhaps one-third of children died before the age of five. Without sanitation or medicine, many people perished from diseases we consider inconsequential today; few lived to be older than forty-five. Entire families, usually including grandparents, lived in one- or two-room hovels that were cold, dark, and dirty. A fire was kept lit and was always a danger to the thatched roofs, while its constant smoke affected the inhabitants’ health and eyesight.
In an agrarian society, the seasons dictate the rhythm of life. Idleness meant hunger. When the land began to thaw in early spring, peasants started tilling the soil with primitive wooden plows and crude rakes and hoes. Then they planted crops of wheat, rye, barley, and oats, reaping small yields that barely sustained the population. Bad weather, crop disease, or insect infestation could cause an entire village to starve or force the survivors to move to another location.
Early summer saw the first harvesting of hay, which was stored until needed to feed the animals in winter. Men and boys sheared the sheep, now heavy with wool from the cold weather, while women and children washed the wool and spun it into yarn. The coming of fall meant crops needed to be harvested and prepared for winter. Livestock was butchered and the meat smoked or salted to preserve it. Winter brought the people indoors to weave yarn into fabric, sew clothing, thresh grain, and keep the fires going.",fact,"Q1: About what proportion of western Europe’s population were peasants or serfs in the Middle Ages?
  
A) About one-third
  
B) About two-fifths
  
C) About three-fifths
  
D) About four-fifths",Q1: C) About three-fifths
history_1_2,"During the Middle Ages, most Europeans lived in small villages that consisted of a manorial house or castle for the lord, a church, and simple homes for the peasants or serfs, who made up about 60 percent of western Europe’s population. The lords owned the land; knights gave military service to a lord and carried out his justice; serfs worked the land in return for the protection offered by the lord’s castle or the walls of his city, into which they fled in times of danger from invaders. Thus, although they were technically free, serfs were effectively bound to the land they worked, which supported them and their families as well as the lord and all who depended on him. The Catholic Church, the only church in Europe at the time, also owned vast tracts of land and became very wealthy by collecting not only tithes (taxes consisting of 10 percent of annual earnings) but also rents on its lands.
Women often died in childbirth, and perhaps one-third of children died before the age of five. Without sanitation or medicine, many people perished from diseases we consider inconsequential today; few lived to be older than forty-five. Entire families, usually including grandparents, lived in one- or two-room hovels that were cold, dark, and dirty. A fire was kept lit and was always a danger to the thatched roofs, while its constant smoke affected the inhabitants’ health and eyesight.
In an agrarian society, the seasons dictate the rhythm of life. Idleness meant hunger. When the land began to thaw in early spring, peasants started tilling the soil with primitive wooden plows and crude rakes and hoes. Then they planted crops of wheat, rye, barley, and oats, reaping small yields that barely sustained the population. Bad weather, crop disease, or insect infestation could cause an entire village to starve or force the survivors to move to another location.
Early summer saw the first harvesting of hay, which was stored until needed to feed the animals in winter. Men and boys sheared the sheep, now heavy with wool from the cold weather, while women and children washed the wool and spun it into yarn. The coming of fall meant crops needed to be harvested and prepared for winter. Livestock was butchered and the meat smoked or salted to preserve it. Winter brought the people indoors to weave yarn into fabric, sew clothing, thresh grain, and keep the fires going.",fact,"Q2: What outcome could result when harvests were ruined by bad weather, crop disease, or insects?
A) Butchering livestock and preserving meat
B) Early summer haymaking for winter feed
C) Mass hunger or relocation
D) Taking refuge behind the lord's walls",Q2: C) Mass hunger or relocation
